,parents,has_nurs,form,children,housing,finance,social,health,target
5613,1,2,1,3,1,1,1,2,1
3436,2,0,2,3,2,1,1,1,3
5277,1,2,0,1,1,0,2,2,1
10347,0,2,2,3,2,1,1,2,3
11947,0,0,2,1,0,1,2,1,3
223,2,3,1,0,0,0,1,1,1
4520,1,3,0,3,1,0,0,0,0
1643,2,2,2,2,2,0,2,0,0
11294,0,0,0,1,0,0,1,0,0
12129,0,4,0,0,2,1,1,2,3
9550,0,2,0,0,1,1,0,1,1
8770,0,3,0,2,2,0,2,1,3
1100,2,2,1,0,2,0,0,0,0
3426,2,0,2,3,2,0,1,2,3
9816,0,2,1,1,1,0,1,2,3
9919,0,2,1,3,1,0,0,1,3
4346,1,3,0,0,2,0,1,0,0
11473,0,0,1,0,2,0,1,1,3
6896,1,1,2,3,1,0,0,0,0
802,2,3,2,2,1,1,0,1,1
5470,1,2,1,1,0,1,1,1,1
6320,1,1,1,1,0,0,0,0,0
7339,1,0,1,3,1,1,2,1,3
3728,2,4,1,1,0,0,0,0,0
12797,0,4,2,0,1,1,1,0,0
10412,0,1,0,0,1,0,1,0,0
11693,0,0,3,0,2,1,0,0,0
4740,1,3,1,3,1,0,1,2,1
1845,2,1,0,2,0,1,0,2,1
3540,2,4,0,1,2,1,2,2,1
8258,1,4,3,0,1,1,2,0,0
1173,2,2,1,1,1,0,2,2,1
1849,2,1,0,2,0,1,2,1,1
10816,0,1,3,0,0,1,1,1,3
5298,1,2,0,2,0,0,1,2,1
4730,1,3,1,3,2,1,2,0,0
2888,2,0,1,1,2,0,1,0,0
6551,1,1,3,1,0,1,1,0,0
4340,1,3,0,0,2,0,0,0,0
11681,0,0,3,0,0,1,1,0,0
8501,1,4,2,1,2,0,2,0,0
4616,1,3,1,1,2,0,1,0,0
7288,1,0,1,2,1,1,1,1,3
6692,1,1,3,3,1,1,2,0,0
7889,1,4,0,2,0,0,2,0,0
2979,2,0,1,3,0,1,0,2,1
2807,2,0,0,3,1,1,1,0,0
8102,1,4,1,2,0,0,0,0,0
10449,0,1,0,1,2,1,0,2,1
7347,1,0,3,0,0,0,2,2,1
1803,2,1,0,1,2,0,2,2,4
9406,0,3,2,2,0,1,0,1,3
2221,2,1,3,1,0,0,1,1,1
2714,2,0,0,2,0,1,2,0,0
8607,1,4,2,3,2,0,2,2,3
3602,2,4,0,2,1,0,0,0,0
5859,1,2,2,0,2,1,0,2,1
4012,2,4,3,2,0,1,1,1,3
8598,1,4,2,3,0,1,2,2,3
10615,0,1,1,0,2,1,2,1,3
5315,1,2,0,2,2,0,2,0,0
4725,1,3,1,3,2,1,0,2,1
11655,0,0,1,3,1,1,0,2,3
9310,0,3,2,0,2,0,2,1,3
10548,0,1,0,3,2,0,0,2,3
9907,0,2,1,3,2,0,1,1,3
996,2,2,0,2,2,0,1,2,1
158,2,3,0,2,1,1,2,0,0
5052,1,3,2,1,2,1,2,2,1
9680,0,2,0,3,0,1,2,0,0
8767,0,3,0,2,2,0,0,1,3
6834,1,1,2,2,2,1,2,2,1
6878,1,1,2,3,2,0,0,0,0
10453,0,1,0,1,2,1,2,1,3
9041,0,3,1,3,2,0,2,0,0
1158,2,2,1,1,2,0,1,2,1
799,2,3,2,2,1,0,1,1,1
8796,0,3,0,2,1,1,2,2,1
2758,2,0,0,3,0,0,2,1,1
12247,0,4,0,2,1,0,1,1,3
9286,0,3,3,3,1,1,1,1,3
7972,1,4,0,3,2,1,1,1,3
7472,1,0,3,2,2,0,0,0,0
11080,0,1,2,1,0,1,0,1,3
3817,2,4,1,2,1,0,0,1,3
11100,0,1,2,1,2,1,2,2,3
2333,2,1,3,3,0,1,0,0,0
242,2,3,1,0,2,0,1,0,0
6683,1,1,3,3,1,0,2,0,0
10319,0,2,2,3,0,0,2,0,0
11731,0,0,3,1,0,1,2,1,3
12457,0,4,1,2,1,0,0,1,3
1163,2,2,1,1,2,1,0,0,0
10400,0,1,0,0,2,1,2,0,0
7809,1,4,0,0,2,1,1,2,3
8579,1,4,2,2,1,1,0,0,0
8125,1,4,1,2,2,0,1,1,3
12275,0,4,0,3,0,1,1,0,0
9292,0,3,2,0,0,0,2,1,1
3320,2,0,2,1,2,0,1,0,0
3942,2,4,3,1,0,0,0,2,1
8224,1,4,3,0,0,1,1,1,3
8268,1,4,3,1,0,0,1,2,3
7226,1,0,1,1,1,0,1,0,0
11168,0,1,2,2,1,0,1,0,0
5331,1,2,0,2,1,0,2,2,1
4193,2,4,2,1,2,1,1,0,0
4692,1,3,1,2,1,1,2,2,1
6548,1,1,3,1,0,1,2,0,0
5176,1,3,2,3,1,1,0,1,1
12243,0,4,0,2,1,0,2,2,3
134,2,3,0,2,2,0,1,0,0
1868,2,1,0,2,2,1,2,0,0
3610,2,4,0,2,1,1,0,1,3
5780,1,2,3,3,0,0,0,0,0
7504,1,0,3,2,1,1,1,1,3
12691,0,4,3,3,0,0,0,1,3
9280,0,3,3,3,1,1,0,1,3
10302,0,2,2,2,1,0,1,2,3
4053,2,4,3,3,0,0,2,2,1
7338,1,0,1,3,1,1,2,2,3
3605,2,4,0,2,1,0,2,0,0
12381,0,4,1,1,0,1,1,2,3
3335,2,0,2,1,1,0,2,0,0
5446,1,2,1,0,1,1,0,1,1
7684,1,0,2,2,0,1,1,1,3
8183,1,4,1,3,2,1,0,0,0
6697,1,1,2,0,0,0,0,1,1
4856,1,3,3,1,1,1,2,0,0
11085,0,1,2,1,0,1,1,2,3
9670,0,2,0,3,0,0,2,1,1
8661,0,3,0,0,2,0,2,2,1
5866,1,2,2,0,2,1,1,1,1
3013,2,0,1,3,1,0,1,1,3
11914,0,0,2,0,2,1,1,1,3
12702,0,4,3,3,0,1,2,2,3
5279,1,2,0,1,1,0,2,0,0
10465,0,1,0,1,1,0,1,1,3
2098,2,1,1,2,1,1,0,1,1
9542,0,2,0,0,1,0,0,0,0
261,2,3,1,0,1,1,0,2,1
7365,1,0,3,0,2,0,2,2,1
2005,2,1,1,1,0,0,1,1,1
6899,1,1,2,3,1,0,2,0,0
7745,1,0,2,3,2,0,2,0,0
631,2,3,3,3,1,0,0,1,1
12088,0,0,2,3,1,1,0,1,3
6135,1,1,0,1,2,1,1,2,1
926,2,2,0,1,0,0,1,0,0
4889,1,3,3,2,2,1,0,0,0
3251,2,0,2,0,0,1,0,0,0
7291,1,0,1,3,0,0,0,1,3
587,2,3,3,2,1,1,0,0,0
12540,0,4,3,0,0,1,2,2,1
1753,2,1,0,0,2,0,1,1,1
9297,0,3,2,0,0,1,0,2,1
1338,2,2,3,0,1,0,1,2,1
7511,1,0,3,3,0,0,2,0,0
6031,1,2,2,3,1,0,0,1,1
4601,1,3,1,1,0,1,0,0,0
10755,0,1,1,3,0,1,0,2,3
7926,1,4,0,2,1,0,1,2,3
11658,0,0,1,3,1,1,2,2,3
1505,2,2,3,3,1,1,0,0,0
102,2,3,0,1,1,1,2,2,1
7688,1,0,2,2,2,0,0,0,0
3818,2,4,1,2,1,0,0,0,0
1899,2,1,0,3,0,1,0,2,1
9148,0,3,3,1,2,0,2,1,3
7067,1,0,0,2,1,1,0,0,0
7602,1,0,2,0,1,0,1,2,3
2434,2,1,2,1,0,0,2,1,1
11364,0,0,0,2,2,0,1,2,3
4546,1,3,1,0,0,1,0,1,1
7599,1,0,2,0,1,0,2,2,3
1557,2,2,2,0,1,1,0,2,1
7500,1,0,3,2,1,1,2,2,3
4679,1,3,1,2,2,1,1,0,0
2858,2,0,1,0,1,1,2,0,0
1674,2,2,2,3,0,0,0,2,4
2902,2,0,1,1,1,0,2,1,3
711,2,3,2,1,0,1,0,2,1
908,2,2,0,0,1,0,1,0,0
6402,1,1,1,2,2,1,2,2,1
12270,0,4,0,3,0,1,2,2,3
10060,0,2,3,2,0,1,1,1,3
2253,2,1,3,1,1,0,2,2,1
11243,0,0,0,0,0,1,0,0,0
3205,2,0,3,3,2,0,0,1,3
1393,2,2,3,1,1,0,1,1,1
4708,1,3,1,3,0,1,0,1,1
2011,2,1,1,1,0,1,2,1,1
7370,1,0,3,0,2,0,1,0,0
9110,0,3,3,0,1,0,0,0,0
1848,2,1,0,2,0,1,2,2,1
7921,1,4,0,2,1,0,0,1,3
5128,1,3,2,2,1,1,1,1,1
11495,0,0,1,0,1,1,0,0,0
10724,0,1,1,2,2,1,2,0,0
3218,2,0,3,3,2,1,2,0,0
902,2,2,0,0,1,0,0,0,0
2667,2,0,0,1,2,0,2,2,1
6351,1,1,1,1,2,1,1,2,1
12775,0,4,2,0,2,1,2,1,3
5609,1,2,1,3,1,1,0,0,0
9341,0,3,2,0,1,1,1,0,0
3397,2,0,2,2,1,1,2,1,3
2385,2,1,2,0,0,1,0,2,1
4320,1,3,0,0,0,0,0,2,4
7105,1,0,0,3,2,1,2,1,3
3769,2,4,1,1,1,0,1,1,3
2579,2,1,2,3,1,0,2,0,0
11414,0,0,0,3,2,0,0,0,0
3408,2,0,2,3,0,0,1,2,1
4610,1,3,1,1,2,0,0,0,0
3698,2,4,1,0,2,0,1,0,0
9266,0,3,3,3,2,1,2,0,0
785,2,3,2,2,2,1,0,0,0
9788,0,2,1,1,0,1,2,0,0
3608,2,4,0,2,1,0,1,0,0
9055,0,3,1,3,1,0,0,1,3
1003,2,2,0,2,2,1,2,1,1
9709,0,2,0,3,1,0,1,1,3
7279,1,0,1,2,1,0,1,1,3
9556,0,2,0,0,1,1,1,1,1
182,2,3,0,3,2,0,0,0,0
2063,2,1,1,2,0,1,0,0,0
1342,2,2,3,0,1,1,0,1,1
8991,0,3,1,2,2,1,0,2,1
11749,0,0,3,1,2,1,2,1,3
384,2,3,1,3,0,0,1,2,1
5994,1,2,2,3,0,0,0,2,4
11545,0,0,1,1,1,0,1,1,3
11304,0,0,0,1,2,0,0,2,1
9837,0,2,1,2,0,1,0,2,1
1207,2,2,1,2,2,0,0,1,1
5314,1,2,0,2,2,0,2,1,1
10933,0,1,3,2,2,0,1,1,3
11504,0,0,1,1,0,0,0,0,0
10775,0,1,1,3,2,1,0,0,0
5364,1,2,0,3,2,0,0,2,1
12864,0,4,2,2,0,1,2,2,3
9275,0,3,3,3,1,0,2,0,0
1265,2,2,1,3,2,0,2,0,0
7663,1,0,2,1,1,1,2,1,3
11394,0,0,0,3,0,0,0,2,1
12015,0,0,2,2,2,1,0,2,3
9590,0,2,0,1,2,1,2,0,0
8190,1,4,1,3,1,0,0,2,3
10238,0,2,2,1,2,1,2,0,0
5844,1,2,2,0,0,1,2,2,1
1407,2,2,3,2,0,0,2,2,4
9257,0,3,3,3,2,0,2,0,0
8983,0,3,1,2,2,0,0,1,3
4252,2,4,2,2,1,0,2,1,3
160,2,3,0,2,1,1,1,1,1
10040,0,2,3,1,1,1,2,0,0
699,2,3,2,0,1,1,1,2,1
3570,2,4,0,2,0,0,1,2,3
119,2,3,0,2,0,1,0,0,0
3542,2,4,0,1,2,1,2,0,0
9580,0,2,0,1,2,0,2,1,1
3280,2,0,2,0,1,0,2,1,3
11827,0,0,3,3,0,0,0,1,3
4029,2,4,3,2,2,1,1,2,3
6009,1,2,2,3,0,1,1,2,1
10586,0,1,1,0,0,0,0,0,0
9611,0,2,0,1,1,1,1,0,0
12036,0,0,2,2,1,1,2,2,3
3598,2,4,0,2,2,1,1,1,3
998,2,2,0,2,2,0,1,0,0
5819,1,2,3,3,1,0,2,0,0
3416,2,0,2,3,0,1,2,0,0
12886,0,4,2,2,2,1,1,1,3
12949,0,4,2,3,1,0,1,1,3
8498,1,4,2,1,2,0,0,0,0
11952,0,0,2,1,2,0,0,2,3
3067,2,0,3,0,1,0,1,1,3
3762,2,4,1,1,1,0,0,2,3
7269,1,0,1,2,2,1,1,2,3
3969,2,4,3,1,2,1,0,2,3
11307,0,0,0,1,2,0,2,2,1
8225,1,4,3,0,0,1,1,0,0
6465,1,1,1,3,1,0,2,2,1
1778,2,1,0,0,1,1,2,0,0
9500,0,3,2,3,1,1,2,0,0
10709,0,1,1,2,0,1,1,0,0
9089,0,3,3,0,0,1,1,0,0
3234,2,0,3,3,1,1,2,2,1
4396,1,3,0,1,2,0,2,1,1
3578,2,4,0,2,0,1,2,0,0
6330,1,1,1,1,0,1,2,2,1
2466,2,1,2,1,1,0,0,2,1
9813,0,2,1,1,1,0,2,2,1
1094,2,2,1,0,0,1,2,0,0
1264,2,2,1,3,2,0,2,1,1
10276,0,2,2,2,0,1,1,1,3
3173,2,0,3,2,1,0,2,0,0
3563,2,4,0,1,1,1,1,0,0
1865,2,1,0,2,2,1,0,0,0
5160,1,3,2,3,2,1,2,2,1
6561,1,1,3,1,2,1,0,2,1
9587,0,2,0,1,2,1,0,0,0
10248,0,2,2,1,1,0,1,2,3
5914,1,2,2,1,2,1,0,1,1
12421,0,4,1,2,0,0,0,1,3
2909,2,0,1,1,1,1,0,0,0
12954,0,4,2,3,1,1,2,2,3
6219,1,1,0,3,0,1,0,2,1
12424,0,4,1,2,0,0,2,1,3
9355,0,3,2,1,0,1,2,1,3
7497,1,0,3,2,1,1,0,2,3
1241,2,2,1,2,1,1,1,0,0
1628,2,2,2,2,0,0,1,0,0
6766,1,1,2,1,0,1,1,1,3
9902,0,2,1,3,2,0,0,0,0
5861,1,2,2,0,2,1,0,0,0
244,2,3,1,0,2,1,0,1,1
5616,1,2,3,0,0,0,0,2,4
5162,1,3,2,3,2,1,2,0,0
6498,1,1,3,0,2,0,0,2,1
4634,1,3,1,1,1,0,1,0,0
419,2,3,1,3,1,0,2,0,0
216,2,3,1,0,0,0,0,2,4
554,2,3,3,2,0,1,2,0,0
5877,1,2,2,0,1,1,0,2,1
12875,0,4,2,2,2,0,2,0,0
10514,0,1,0,2,1,0,0,0,0
1385,2,2,3,1,2,1,1,0,0
8350,1,4,3,2,2,1,1,1,3
11475,0,0,1,0,2,1,0,2,1
10189,0,2,2,0,1,0,0,1,3
5259,1,2,0,1,2,0,2,2,4
7905,1,4,0,2,2,0,2,2,3
12317,0,4,1,0,0,0,2,0,0
3301,2,0,2,1,0,0,1,1,1
456,2,3,3,0,2,0,1,2,1
2673,2,0,0,1,2,1,0,2,1
11746,0,0,3,1,2,1,0,1,3
2430,2,1,2,1,0,0,0,2,4
9757,0,2,1,0,1,0,0,1,3
8118,1,4,1,2,2,0,0,2,3
2361,2,1,3,3,1,0,2,2,1
6869,1,1,2,3,0,1,0,0,0
7054,1,0,0,2,2,1,1,1,3
4139,2,4,2,0,2,1,1,0,0
1642,2,2,2,2,2,0,2,1,1
9461,0,3,2,3,0,1,0,0,0
10484,0,1,0,2,0,0,1,0,0
5892,1,2,2,1,0,0,1,2,1
5018,1,3,2,0,1,1,2,0,0
4099,2,4,3,3,1,1,2,1,3
3967,2,4,3,1,2,0,1,1,3
8845,0,3,0,3,1,0,1,1,3
490,2,3,3,1,0,0,2,1,1
11032,0,1,2,0,0,1,1,1,3
12837,0,4,2,1,1,0,2,2,3
11806,0,0,3,2,2,1,1,1,3
2953,2,0,1,2,1,0,0,1,3
12356,0,4,1,0,1,0,1,0,0
12609,0,4,3,1,2,1,0,2,3
1260,2,2,1,3,2,0,0,2,1
11865,0,0,3,3,1,0,2,2,3
2276,2,1,3,2,0,0,1,0,0
7024,1,0,0,2,0,0,2,1,3
638,2,3,3,3,1,0,1,0,0
212,2,3,0,3,1,1,2,0,0
9973,0,2,3,0,1,0,0,1,3
2482,2,1,2,1,1,1,1,1,1
9202,0,3,3,2,2,0,2,1,3
5013,1,3,2,0,1,1,0,2,1
5542,1,2,1,2,2,1,1,1,1
12054,0,0,2,3,0,1,2,2,3
209,2,3,0,3,1,1,0,0,0
5820,1,2,3,3,1,0,1,2,1
5552,1,2,1,2,1,0,1,0,0
11374,0,0,0,2,2,1,1,1,3
7066,1,0,0,2,1,1,0,1,3
5106,1,3,2,2,2,1,2,2,1
11541,0,0,1,1,1,0,2,2,3
4989,1,3,2,0,2,0,2,2,1
5852,1,2,2,0,2,0,0,0,0
10662,0,1,1,1,2,0,1,2,3
9856,0,2,1,2,2,1,0,1,3
10288,0,2,2,2,2,1,0,1,3
12751,0,4,2,0,0,0,1,1,3
7305,1,0,1,3,0,1,1,2,3
4185,2,4,2,1,2,1,0,2,3
10199,0,2,2,0,1,1,0,0,0
10141,0,2,3,3,1,0,1,1,3
7707,1,0,2,2,1,0,2,2,3
5187,1,2,0,0,0,0,2,2,4
9504,0,2,0,0,0,0,0,2,1
807,2,3,2,2,1,1,1,2,1
1978,2,1,1,0,2,1,1,1,1
10494,0,1,0,2,2,0,0,2,3
11188,0,1,2,3,0,1,0,1,3
11456,0,0,1,0,0,0,1,0,0
2825,2,0,1,0,0,1,1,0,0
12238,0,4,0,2,2,1,1,1,3
2790,2,0,0,3,1,0,0,2,1
6136,1,1,0,1,2,1,1,1,1
11652,0,0,1,3,1,0,1,2,3
9383,0,3,2,1,1,0,2,0,0
10323,0,2,2,3,0,1,0,2,1
10782,0,1,1,3,1,0,0,2,3
1949,2,1,1,0,0,0,2,0,0
3823,2,4,1,2,1,0,1,1,3
10431,0,1,0,1,0,1,0,2,1
9522,0,2,0,0,2,0,0,2,1
11186,0,1,2,3,0,0,1,0,0
8042,1,4,1,0,1,1,2,0,0
3867,2,4,1,3,2,1,1,2,3
2868,2,0,1,1,0,0,1,2,1
12103,0,4,0,0,0,0,1,1,1
983,2,2,0,2,0,1,0,0,0
2175,2,1,3,0,0,1,1,2,1
460,2,3,3,0,2,1,0,1,1
5974,1,2,2,2,2,1,1,1,1
3383,2,0,2,2,2,1,1,0,0
6514,1,1,3,0,2,1,1,1,1
12439,0,4,1,2,2,0,0,1,3
2148,2,1,1,3,1,0,1,2,1
12157,0,4,0,1,0,0,1,1,3
10407,0,1,0,0,1,0,2,2,1
7485,1,0,3,2,2,1,1,2,3
397,2,3,1,3,2,0,0,1,1
12912,0,4,2,3,0,0,1,2,3
8889,0,3,1,0,2,1,1,2,1
5478,1,2,1,1,2,0,1,2,1
4677,1,3,1,2,2,1,1,2,1
6974,1,0,0,1,0,0,1,0,0
8826,0,3,0,3,2,0,1,2,3
8169,1,4,1,3,0,1,1,2,3
10471,0,1,0,1,1,1,2,1,3
1221,2,2,1,2,2,1,1,2,1
6463,1,1,1,3,1,0,0,1,3
2914,2,0,1,1,1,1,1,1,3
8006,1,4,1,0,0,1,2,0,0
12493,0,4,1,3,2,0,0,1,3
12870,0,4,2,2,2,0,0,2,3
7232,1,0,1,1,1,1,2,0,0
4797,1,3,3,0,1,1,0,2,1
4902,1,3,3,2,1,0,1,2,1
6832,1,1,2,2,2,1,0,1,3
12256,0,4,0,2,1,1,1,1,3
5747,1,2,3,2,2,0,2,0,0
1371,2,2,3,1,2,0,2,2,1
4916,1,3,3,3,0,0,0,0,0
11599,0,0,1,2,1,0,1,1,3
2363,2,1,3,3,1,0,2,0,0
8402,1,4,3,3,2,1,2,0,0
1956,2,1,1,0,0,1,2,2,4
6807,1,1,2,2,0,0,2,2,1
10059,0,2,3,2,0,1,1,2,3
12787,0,4,2,0,1,0,1,1,3
3635,2,4,0,3,0,1,1,0,0
3697,2,4,1,0,2,0,1,1,3
6944,1,0,0,0,2,1,2,0,0
5704,1,2,3,1,2,1,1,1,1
10835,0,1,3,0,2,1,1,0,0
9911,0,2,1,3,2,1,0,0,0
11854,0,0,3,3,2,1,0,1,3
1874,2,1,0,2,1,0,0,0,0
5347,1,2,0,3,0,0,0,1,1
4150,2,4,2,0,1,1,0,1,3
362,2,3,1,2,1,0,0,0,0
429,2,3,1,3,1,1,1,2,1
5153,1,3,2,3,2,0,2,0,0
10641,0,1,1,1,0,0,2,2,1
5936,1,2,2,1,1,1,2,0,0
5663,1,2,3,0,1,1,0,0,0
3548,2,4,0,1,1,0,0,0,0
265,2,3,1,0,1,1,2,1,1
5074,1,3,2,1,1,1,1,1,1
3265,2,0,2,0,2,0,1,1,3
11557,0,0,1,2,0,0,0,1,3
8875,0,3,1,0,2,0,0,1,1
10542,0,1,0,3,0,1,2,2,3
12177,0,4,0,1,2,1,0,2,1
7198,1,0,1,1,0,1,1,1,3
10515,0,1,0,2,1,0,2,2,3
7775,1,0,2,3,1,1,1,0,0
8362,1,4,3,2,1,1,0,1,3
11400,0,0,0,3,0,0,1,2,3
7385,1,0,3,0,1,0,2,0,0
8599,1,4,2,3,0,1,2,1,3
11265,0,0,0,0,2,1,1,2,3
8633,1,4,2,3,1,1,0,0,0
12765,0,4,2,0,2,0,2,2,3
11801,0,0,3,2,2,1,0,0,0
12143,0,4,0,0,1,1,0,0,0
973,2,2,0,2,0,0,0,1,1
6716,1,1,2,0,2,0,0,0,0
5252,1,2,0,1,0,1,2,0,0
12193,0,4,0,1,1,0,1,1,3
1301,2,2,3,0,0,0,2,0,0
2019,2,1,1,1,2,0,2,2,4
7747,1,0,2,3,2,0,1,1,3
3287,2,0,2,0,1,1,0,0,0
1387,2,2,3,1,1,0,0,1,1
7927,1,4,0,2,1,0,1,1,3
5918,1,2,2,1,2,1,2,0,0
117,2,3,0,2,0,1,0,2,1
710,2,3,2,1,0,0,1,0,0
5771,1,2,3,2,1,1,0,0,0
12777,0,4,2,0,2,1,1,2,3
1779,2,1,0,0,1,1,1,2,1
2057,2,1,1,2,0,0,2,0,0
1085,2,2,1,0,0,0,2,0,0
1319,2,2,3,0,2,0,2,0,0
9629,0,2,0,2,0,1,1,0,0
11249,0,0,0,0,0,1,1,0,0
7303,1,0,1,3,0,1,2,1,3
4123,2,4,2,0,2,0,0,1,3
10502,0,1,0,2,2,0,1,0,0
7918,1,4,0,2,2,1,1,1,3
7425,1,0,3,1,2,1,0,2,3
8083,1,4,1,1,1,0,0,1,3
4536,1,3,1,0,0,0,0,2,4
4527,1,3,0,3,1,1,0,2,1
7238,1,0,1,2,0,0,0,0,0
2395,2,1,2,0,2,0,0,1,1
6676,1,1,3,3,2,1,1,1,3
1673,2,2,2,2,1,1,1,0,0
7038,1,0,0,2,2,0,0,2,3
4672,1,3,1,2,2,1,0,1,1
11370,0,0,0,2,2,1,2,2,3
2884,2,0,1,1,2,0,2,1,1
930,2,2,0,1,0,1,2,2,4
9400,0,3,2,2,0,0,2,1,1
12037,0,0,2,2,1,1,2,1,3
6134,1,1,0,1,2,1,2,0,0
6791,1,1,2,1,1,0,2,0,0
9548,0,2,0,0,1,0,1,0,0
12664,0,4,3,2,2,1,0,1,3
12387,0,4,1,1,2,0,2,2,1
8150,1,4,1,2,1,1,2,0,0
7786,1,4,0,0,0,1,0,1,3
8639,1,4,2,3,1,1,1,0,0
7351,1,0,3,0,0,0,1,1,3
636,2,3,3,3,1,0,1,2,1
2281,2,1,3,2,0,1,2,1,1
11936,0,0,2,1,0,0,0,0,0
6555,1,1,3,1,2,0,2,2,1
11068,0,1,2,0,1,1,1,1,3
2387,2,1,2,0,0,1,0,0,0
10117,0,2,3,3,2,0,0,1,3
11383,0,0,0,2,1,0,1,1,3
1739,2,1,0,0,0,1,0,0,0
1851,2,1,0,2,0,1,1,2,1
790,2,3,2,2,2,1,1,1,1
9444,0,3,2,2,1,1,2,2,1
4871,1,3,3,2,0,1,0,0,0
4852,1,3,3,1,1,1,0,1,1
822,2,3,2,3,0,1,2,2,1
2109,2,1,1,3,0,0,2,2,4
10537,0,1,0,3,0,0,1,1,3
6232,1,1,0,3,2,0,2,1,3
9509,0,2,0,0,0,0,2,0,0
2432,2,1,2,1,0,0,0,0,0
2866,2,0,1,1,0,0,2,1,1
11204,0,1,2,3,2,0,1,0,0
4572,1,3,1,0,1,0,0,2,1
5497,1,2,1,1,1,0,1,1,1
6559,1,1,3,1,2,0,1,1,3
5197,1,2,0,0,0,1,2,1,1
3772,2,4,1,1,1,1,0,1,3
11072,0,1,2,1,0,0,0,0,0
12292,0,4,0,3,2,1,1,1,3
12580,0,4,3,0,1,1,1,1,3
1519,2,2,2,0,0,0,1,1,1
2834,2,0,1,0,2,0,1,0,0
12931,0,4,2,3,2,0,1,1,3
5024,1,3,2,1,0,0,0,0,0
12196,0,4,0,1,1,1,0,1,3
948,2,2,0,1,2,1,2,2,4
5968,1,2,2,2,2,1,0,1,1
4413,1,3,0,1,1,0,2,2,1
7096,1,0,0,3,2,0,2,1,3
8936,0,3,1,1,2,0,1,0,0
1481,2,2,3,3,2,0,2,0,0
2747,2,0,0,2,1,1,0,0,0
9009,0,3,1,2,1,1,0,2,1
5385,1,2,0,3,1,0,2,2,1
10842,0,1,3,0,1,0,1,2,3
9519,0,2,0,0,0,1,1,2,1
9723,0,2,1,0,0,0,2,2,1
6529,1,1,3,0,1,1,2,1,3
2240,2,1,3,1,2,0,1,0,0
9747,0,2,1,0,2,1,0,2,1
11381,0,0,0,2,1,0,2,0,0
10468,0,1,0,1,1,1,0,1,3
11726,0,0,3,1,0,0,1,0,0
12171,0,4,0,1,2,0,2,2,1
11498,0,0,1,0,1,1,2,0,0
4700,1,3,1,3,0,0,0,0,0
12883,0,4,2,2,2,1,2,1,3
9369,0,3,2,1,2,1,0,2,1
5427,1,2,1,0,2,1,0,2,4
8835,0,3,0,3,2,1,1,2,3
196,2,3,0,3,2,1,1,1,1
11623,0,0,1,3,0,1,2,1,3
3262,2,0,2,0,2,0,2,1,3
214,2,3,0,3,1,1,1,1,1
11197,0,1,2,3,2,0,0,1,3
7188,1,0,1,1,0,0,1,2,3
11189,0,1,2,3,0,1,0,0,0
10932,0,1,3,2,2,0,1,2,3
12335,0,4,1,0,2,0,2,0,0
1677,2,2,2,3,0,0,2,2,4
4142,2,4,2,0,1,0,0,0,0
9467,0,3,2,3,0,1,1,0,0
12884,0,4,2,2,2,1,2,0,0
11649,0,0,1,3,1,0,2,2,3
3078,2,0,3,1,0,0,0,2,1
10850,0,1,3,0,1,1,2,0,0
4506,1,3,0,3,2,0,1,2,1
5014,1,3,2,0,1,1,0,1,1
494,2,3,3,1,0,0,1,0,0
12529,0,4,3,0,0,0,0,1,3
3766,2,4,1,1,1,0,2,1,3
1222,2,2,1,2,2,1,1,1,1
953,2,2,0,1,2,1,1,0,0
2467,2,1,2,1,1,0,0,1,1
6627,1,1,3,2,1,0,2,2,1
4886,1,3,3,2,2,0,1,0,0
9375,0,3,2,1,2,1,1,2,3
1272,2,2,1,3,2,1,2,2,1
5290,1,2,0,1,1,1,1,1,1
6700,1,1,2,0,0,0,2,1,1
1425,2,2,3,2,2,0,2,2,1
9313,0,3,2,0,2,0,1,1,3
8000,1,4,1,0,0,0,1,0,0
9599,0,2,0,1,1,0,2,0,0
8965,0,3,1,2,0,0,0,1,1
6984,1,0,0,1,2,0,0,2,1
12537,0,4,3,0,0,1,0,2,1
8075,1,4,1,1,2,1,0,0,0
3861,2,4,1,3,2,1,0,2,3
10791,0,1,1,3,1,1,0,2,3
12428,0,4,1,2,0,0,1,0,0
4255,2,4,2,2,1,0,1,1,3
3820,2,4,1,2,1,0,2,1,3
3790,2,4,1,2,0,1,0,1,3
2040,2,1,1,1,1,0,1,2,1
10056,0,2,3,2,0,1,2,2,1
10329,0,2,2,3,0,1,1,2,3
3104,2,0,3,1,2,0,1,0,0
9129,0,3,3,1,0,0,2,2,1
2046,2,1,1,1,1,1,2,2,1
6752,1,1,2,1,0,0,0,0,0
12845,0,4,2,1,1,1,0,0,0
9036,0,3,1,3,2,0,0,2,1
10106,0,2,3,3,0,0,1,0,0
4869,1,3,3,2,0,1,0,2,1
5882,1,2,2,0,1,1,2,0,0
12178,0,4,0,1,2,1,0,1,3
563,2,3,3,2,2,0,2,0,0
387,2,3,1,3,0,1,0,2,1
3176,2,0,3,2,1,0,1,0,0
6433,1,1,1,3,0,0,1,1,1
5055,1,3,2,1,2,1,1,2,1
10007,0,2,3,1,0,1,1,0,0
6587,1,1,3,1,1,1,1,0,0
4483,1,3,0,3,0,0,0,1,1
11583,0,0,1,2,2,1,0,2,3
