,Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,target
2803,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
503,3.0,4.0,4.0,3.0,4.0,3.0,1.0,0
1670,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1
3219,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1
1355,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0
42,3.0,3.0,3.0,2.0,3.0,3.0,4.0,0
1141,2.0,2.0,2.0,2.0,3.0,2.0,4.0,0
963,2.0,3.0,3.0,2.0,4.0,2.0,2.0,0
2482,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
615,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
3008,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
3124,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
1420,2.0,2.0,2.0,2.0,4.0,2.0,3.0,0
1228,2.0,3.0,3.0,2.0,3.0,2.0,2.0,0
79,3.0,3.0,3.0,4.0,3.0,3.0,2.0,0
2656,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1
589,3.0,3.0,3.0,2.0,4.0,3.0,0.0,0
3298,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1344,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0
2251,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
803,3.0,4.0,3.0,3.0,3.0,3.0,4.0,0
2719,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
712,2.0,2.0,1.0,2.0,3.0,2.0,2.0,0
2922,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
17,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
1708,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1
649,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0
788,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
3355,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
2455,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
1628,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
1368,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
1449,2.0,2.0,1.0,3.0,2.0,2.0,3.0,0
2934,1.0,1.0,0.0,2.0,2.0,1.0,3.0,1
3251,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
568,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
1188,4.0,4.0,3.0,4.0,3.0,4.0,4.0,0
3578,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
211,3.0,4.0,4.0,3.0,3.0,4.0,1.0,0
1167,1.0,2.0,2.0,2.0,3.0,1.0,0.0,0
1088,3.0,4.0,4.0,3.0,4.0,3.0,0.0,0
1414,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
1951,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
1799,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1
761,2.0,2.0,2.0,2.0,3.0,2.0,4.0,0
3449,2.0,3.0,3.0,2.0,3.0,2.0,3.0,1
3460,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
419,2.0,3.0,2.0,2.0,3.0,2.0,1.0,0
1559,3.0,4.0,3.0,3.0,3.0,3.0,1.0,0
3478,2.0,2.0,1.0,3.0,2.0,2.0,4.0,1
989,3.0,4.0,4.0,3.0,3.0,4.0,0.0,0
2912,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
2459,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1
2206,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3726,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
722,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
1176,2.0,2.0,2.0,3.0,2.0,2.0,1.0,0
2067,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
3734,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
429,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0
3271,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
1675,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
3115,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
1023,2.0,3.0,2.0,3.0,3.0,2.0,3.0,0
3704,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1
1876,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1
806,2.0,2.0,2.0,2.0,3.0,2.0,0.0,0
2975,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1
3535,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
2526,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1
1202,3.0,4.0,4.0,2.0,4.0,3.0,4.0,0
3039,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2036,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
1882,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1
3046,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1
2401,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1
2501,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
1303,2.0,2.0,3.0,2.0,4.0,2.0,1.0,0
2820,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
2790,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1
438,3.0,4.0,4.0,3.0,4.0,3.0,2.0,0
1728,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
1764,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
2509,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2948,1.0,1.0,0.0,2.0,2.0,1.0,3.0,1
10,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
693,2.0,3.0,3.0,2.0,4.0,2.0,1.0,0
2893,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1
3570,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1
2048,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
1520,2.0,3.0,3.0,3.0,3.0,3.0,2.0,0
3090,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
1511,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0
2308,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2839,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
1379,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
2256,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
278,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0
1793,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
1879,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1
1712,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
1641,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1750,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1
2012,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
940,2.0,3.0,3.0,3.0,3.0,2.0,0.0,0
411,1.0,2.0,2.0,2.0,3.0,1.0,0.0,0
339,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0
1635,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1
1560,3.0,3.0,3.0,2.0,4.0,3.0,0.0,0
3657,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
3123,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1
2944,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
1278,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
3184,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1
1453,2.0,3.0,3.0,2.0,3.0,3.0,3.0,0
2933,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3217,2.0,2.0,2.0,2.0,3.0,2.0,0.0,1
57,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0
560,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0
1221,3.0,3.0,2.0,3.0,2.0,3.0,1.0,0
1018,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0
1148,3.0,3.0,2.0,3.0,3.0,3.0,2.0,0
156,2.0,3.0,3.0,3.0,3.0,2.0,1.0,0
1219,3.0,3.0,3.0,4.0,2.0,3.0,1.0,0
208,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
2864,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1
110,2.0,3.0,3.0,3.0,3.0,2.0,2.0,0
163,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0
1927,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
1682,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
2781,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1
1487,2.0,3.0,2.0,2.0,3.0,2.0,3.0,0
2758,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
1366,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
167,3.0,4.0,3.0,3.0,3.0,3.0,3.0,0
1739,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1
3705,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
346,2.0,3.0,2.0,2.0,3.0,2.0,1.0,0
1504,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0
1316,2.0,2.0,3.0,2.0,4.0,2.0,2.0,0
3324,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
3483,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1
3721,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2700,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
801,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0
1501,1.0,2.0,2.0,2.0,3.0,1.0,2.0,0
1078,2.0,3.0,3.0,3.0,3.0,2.0,1.0,0
2731,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
1114,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0
886,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
139,3.0,4.0,4.0,3.0,4.0,3.0,1.0,0
1243,1.0,2.0,2.0,1.0,4.0,1.0,2.0,0
1824,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1
1274,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0
2003,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1
3279,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1
931,2.0,3.0,3.0,2.0,3.0,2.0,4.0,0
507,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
701,2.0,3.0,3.0,2.0,4.0,2.0,2.0,0
3244,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1
1581,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0
2685,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
2193,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1
135,2.0,2.0,1.0,4.0,1.0,2.0,4.0,0
1146,3.0,3.0,3.0,2.0,3.0,3.0,1.0,0
2788,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1
3400,2.0,2.0,2.0,2.0,3.0,2.0,0.0,1
1155,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
2472,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
1418,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
1513,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0
3320,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
2619,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
3691,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1
3321,1.0,1.0,2.0,2.0,3.0,1.0,4.0,1
1305,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
1568,1.0,2.0,2.0,2.0,3.0,1.0,2.0,0
340,3.0,4.0,3.0,3.0,3.0,3.0,2.0,0
2079,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1
2117,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
3641,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
273,3.0,2.0,2.0,4.0,1.0,3.0,2.0,0
3402,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1
1813,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
360,4.0,4.0,4.0,4.0,3.0,4.0,1.0,0
1518,1.0,1.0,1.0,2.0,3.0,1.0,4.0,0
2625,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
1341,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
1714,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1
3697,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1
782,3.0,3.0,2.0,3.0,2.0,3.0,1.0,0
1173,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0
733,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
1933,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
872,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2773,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
2391,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1
991,2.0,2.0,3.0,1.0,4.0,2.0,3.0,0
2518,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
3080,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
1231,4.0,4.0,3.0,4.0,2.0,4.0,2.0,0
1556,2.0,3.0,3.0,2.0,4.0,2.0,0.0,0
2325,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
1886,1.0,1.0,0.0,3.0,1.0,1.0,2.0,1
3200,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
3504,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
1031,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
179,3.0,4.0,3.0,3.0,3.0,3.0,0.0,0
1684,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
2008,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
721,3.0,3.0,3.0,2.0,4.0,3.0,4.0,0
3023,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
1801,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
56,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0
1884,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1
1757,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1
618,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
998,3.0,3.0,3.0,2.0,4.0,3.0,4.0,0
894,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
1958,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1
2461,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1
672,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
495,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
3416,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1
753,2.0,3.0,3.0,2.0,3.0,2.0,4.0,0
3144,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1
446,1.0,2.0,2.0,1.0,3.0,1.0,0.0,0
2223,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
1169,1.0,2.0,2.0,2.0,3.0,1.0,3.0,0
1710,0.0,1.0,1.0,1.0,3.0,0.0,1.0,1
1953,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
1691,1.0,1.0,0.0,3.0,1.0,1.0,3.0,1
1226,3.0,3.0,3.0,2.0,4.0,3.0,1.0,0
3380,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1
125,3.0,3.0,3.0,4.0,2.0,3.0,3.0,0
2727,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1
2902,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
453,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
3120,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1
1286,2.0,3.0,2.0,2.0,3.0,2.0,3.0,0
2789,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
570,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0
2695,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1
2830,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
3774,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1
2462,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
1720,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
3283,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1
3028,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
1734,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1
2054,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
60,2.0,3.0,3.0,3.0,3.0,2.0,1.0,0
812,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0
1373,2.0,3.0,2.0,2.0,3.0,2.0,1.0,0
15,2.0,3.0,3.0,2.0,4.0,3.0,2.0,0
2809,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
599,3.0,4.0,3.0,3.0,3.0,3.0,2.0,0
660,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
3553,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1
2354,1.0,2.0,2.0,2.0,3.0,1.0,0.0,1
3381,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1
1546,2.0,3.0,2.0,2.0,3.0,2.0,1.0,0
3662,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2066,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
144,3.0,3.0,2.0,3.0,3.0,3.0,1.0,0
2818,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2606,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
1619,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
2631,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3332,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1
2313,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
3397,2.0,1.0,1.0,2.0,3.0,2.0,3.0,1
715,3.0,3.0,2.0,4.0,2.0,3.0,3.0,0
2329,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
538,3.0,3.0,3.0,2.0,4.0,3.0,0.0,0
1965,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
932,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
756,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
2194,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1
1861,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
543,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
2733,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2311,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1
3229,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1
1054,3.0,4.0,4.0,3.0,3.0,3.0,2.0,0
849,1.0,2.0,2.0,1.0,4.0,1.0,2.0,0
1778,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
2016,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
54,2.0,3.0,3.0,2.0,3.0,2.0,3.0,0
1525,2.0,3.0,3.0,2.0,4.0,2.0,3.0,0
1182,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
2588,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
3025,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1
2136,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1
3776,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
547,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
848,2.0,2.0,2.0,3.0,3.0,2.0,1.0,0
3615,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
1828,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1
3196,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1
2582,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
171,3.0,4.0,3.0,3.0,3.0,3.0,1.0,0
104,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
1509,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0
916,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
3784,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1
3534,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
1803,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
3762,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
2061,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1
1700,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
773,3.0,4.0,3.0,3.0,3.0,3.0,0.0,0
3408,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1
3182,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
596,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0
1480,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
1322,2.0,3.0,3.0,2.0,4.0,2.0,1.0,0
517,3.0,4.0,4.0,3.0,4.0,3.0,1.0,0
2483,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
3498,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1
1047,3.0,4.0,3.0,3.0,3.0,3.0,2.0,0
3064,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1
2278,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1
2386,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1
1211,2.0,3.0,3.0,1.0,4.0,2.0,0.0,0
1454,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0
3213,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1
105,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0
845,1.0,2.0,2.0,1.0,4.0,1.0,0.0,0
1151,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0
43,2.0,3.0,2.0,3.0,2.0,2.0,1.0,0
2849,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2679,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1
1507,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
2195,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3126,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1
808,2.0,3.0,2.0,3.0,3.0,2.0,4.0,0
2139,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
1287,3.0,4.0,4.0,2.0,4.0,3.0,2.0,0
2255,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1
2428,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
1829,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
138,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0
2579,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2035,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1442,2.0,3.0,3.0,2.0,4.0,2.0,3.0,0
1150,2.0,3.0,3.0,3.0,3.0,2.0,0.0,0
2522,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
988,2.0,3.0,3.0,2.0,4.0,2.0,2.0,0
2397,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1
2405,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
3364,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
1553,2.0,3.0,3.0,2.0,4.0,2.0,0.0,0
2571,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1
2551,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1
334,2.0,3.0,3.0,2.0,4.0,2.0,3.0,0
2447,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
1726,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
1944,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1673,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1
3139,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1
2955,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1
3121,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
1107,3.0,4.0,4.0,3.0,3.0,3.0,0.0,0
1314,2.0,3.0,3.0,2.0,4.0,2.0,3.0,0
3789,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
3129,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1
2609,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1
1378,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
3225,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1
28,2.0,3.0,2.0,2.0,3.0,2.0,3.0,0
3488,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1
2453,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1
597,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0
3068,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
2952,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1
1263,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
3573,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1
500,2.0,3.0,2.0,2.0,3.0,2.0,2.0,0
1549,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
1053,2.0,3.0,3.0,2.0,4.0,2.0,0.0,0
1864,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2112,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
78,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
3569,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1
294,2.0,2.0,2.0,3.0,3.0,2.0,1.0,0
1072,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
3290,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
349,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
434,2.0,3.0,3.0,2.0,3.0,2.0,2.0,0
2002,2.0,2.0,1.0,3.0,2.0,2.0,4.0,1
180,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
2749,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1
2215,1.0,1.0,0.0,3.0,1.0,1.0,3.0,1
3490,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1
1380,3.0,3.0,3.0,2.0,4.0,3.0,1.0,0
979,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0
2270,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1
3218,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
2943,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1
1642,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
874,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0
356,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
3140,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1
2028,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1
3373,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1
3799,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
3767,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
980,3.0,4.0,4.0,3.0,3.0,3.0,2.0,0
3712,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
968,2.0,2.0,2.0,2.0,3.0,2.0,4.0,0
2694,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1
2596,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1
1881,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
541,3.0,4.0,4.0,3.0,3.0,3.0,4.0,0
1844,1.0,1.0,2.0,1.0,4.0,1.0,0.0,1
2746,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1
2779,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1
2745,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1
637,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0
1431,2.0,3.0,3.0,2.0,4.0,3.0,3.0,0
3424,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1
456,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0
1656,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
460,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0
